episode_seed,split,pattern_index,layer_index,mode,intensity_loss_rate
29,heldout,3,3,1,0.021374364205173933
29,heldout,3,3,2,0.04771080103193909
29,heldout,3,3,3,0.036434227203796375
29,heldout,3,4,0,0.053749688796888545
29,heldout,3,4,1,0.05662957526065852
29,heldout,3,4,2,0.042530712078329494
29,heldout,3,4,3,0.050564890739973646
29,heldout,4,0,0,0.05499877467846345
29,heldout,4,0,1,0.04153943287940706
29,heldout,4,0,2,0.0204313284121666
29,heldout,4,0,3,0.04199268432829006
29,heldout,4,1,0,0.020248769520107183
29,heldout,4,1,1,0.012293901097158125
29,heldout,4,1,2,0.030015506640405736
29,heldout,4,1,3,0.02783711678418883
29,heldout,4,2,0,0.05851998649316929
29,heldout,4,2,1,0.04498026869104182
29,heldout,4,2,2,0.03366408204424792
29,heldout,4,2,3,0.0407086086040432
29,heldout,4,3,0,0.043796989961989885
29,heldout,4,3,1,0.028891004278606
29,heldout,4,3,2,0.03691223510079471
29,heldout,4,3,3,0.024439770803603517
29,heldout,4,4,0,0.04179074807337059
29,heldout,4,4,1,0.036050885352920926
29,heldout,4,4,2,0.02839456743759367
29,heldout,4,4,3,0.02764378517693445
29,heldout,5,0,0,0.04519011802359031
29,heldout,5,0,1,0.034094725594832405
29,heldout,5,0,2,0.0316502353469096
29,heldout,5,0,3,0.02449713188276635
29,heldout,5,1,0,0.033732001224736165
29,heldout,5,1,1,0.010573874529515769
29,heldout,5,1,2,0.02569209933246173
29,heldout,5,1,3,0.033428923208084604
29,heldout,5,2,0,0.03477855625857981
29,heldout,5,2,1,0.02266537026043007
29,heldout,5,2,2,0.012580801925263646
29,heldout,5,2,3,0.0220709264905989
29,heldout,5,3,0,0.03801173058386529
29,heldout,5,3,1,0.035502030003033834
29,heldout,5,3,2,0.041277790251021615
29,heldout,5,3,3,0.04129154848818283
29,heldout,5,4,0,0.04629913333316847
29,heldout,5,4,1,0.026376381839077753
29,heldout,5,4,2,0.04312634135388421
29,heldout,5,4,3,0.04159910300923689
29,heldout,6,0,0,0.04350026677274922
29,heldout,6,0,1,0.031918099544517076
29,heldout,6,0,2,0.0338909547017921
29,heldout,6,0,3,0.02613011208602023
29,heldout,6,1,0,0.0359126547365793
29,heldout,6,1,1,0.008
29,heldout,6,1,2,0.02407931599409043
29,heldout,6,1,3,0.03370938581575312
29,heldout,6,2,0,0.039390642546673516
29,heldout,6,2,1,0.03410095355141334
29,heldout,6,2,2,0.05358521249979044
29,heldout,6,2,3,0.04238791124965765
29,heldout,6,3,0,0.05590520248267332
29,heldout,6,3,1,0.04168562574353063
29,heldout,6,3,2,0.03942823318857032
29,heldout,6,3,3,0.04414561741136796
29,heldout,6,4,0,0.06047215506241689
29,heldout,6,4,1,0.05078415696557934
29,heldout,6,4,2,0.04379154418634071
29,heldout,6,4,3,0.038181569129540564
29,heldout,7,0,0,0.036431543095040486
29,heldout,7,0,1,0.019565384805250885
29,heldout,7,0,2,0.026307228930706042
29,heldout,7,0,3,0.022976084067698126
29,heldout,7,1,0,0.04720153864482045
29,heldout,7,1,1,0.029312184833174874
29,heldout,7,1,2,0.02980298276633943
29,heldout,7,1,3,0.0434983973416382
29,heldout,7,2,0,0.056432135585778434
29,heldout,7,2,1,0.041010213842568796
29,heldout,7,2,2,0.039135653633090434
29,heldout,7,2,3,0.037329689863055716
29,heldout,7,3,0,0.03362973309949413
29,heldout,7,3,1,0.031248474429598886
29,heldout,7,3,2,0.036810093610582226
29,heldout,7,3,3,0.02579048272791567
29,heldout,7,4,0,0.039766417617086866
29,heldout,7,4,1,0.022851083603140095
29,heldout,7,4,2,0.024852402714839194
29,heldout,7,4,3,0.03322079140261154
29,heldout,8,0,0,0.043176609028416246
29,heldout,8,0,1,0.03792141200038526
29,heldout,8,0,2,0.030730731428015832
29,heldout,8,0,3,0.045467293010647836
29,heldout,8,1,0,0.038678579362284526
29,heldout,8,1,1,0.02529127580169517
29,heldout,8,1,2,0.03336481070258668
29,heldout,8,1,3,0.039767905383075064
29,heldout,8,2,0,0.03360388545625466
29,heldout,8,2,1,0.033208056090862484
29,heldout,8,2,2,0.029850918324499348
29,heldout,8,2,3,0.04265336517444432
29,heldout,8,3,0,0.05003401928097703
29,heldout,8,3,1,0.043401487665261106
29,heldout,8,3,2,0.04385244967093321
29,heldout,8,3,3,0.057264122321503706
29,heldout,8,4,0,0.08
29,heldout,8,4,1,0.03178714975572182
29,heldout,8,4,2,0.05665549026491436
29,heldout,8,4,3,0.05677673188410545
29,heldout,9,0,0,0.05566382973379329
29,heldout,9,0,1,0.03866871463680198
29,heldout,9,0,2,0.03592628683735516
29,heldout,9,0,3,0.029066882308127345
29,heldout,9,1,0,0.045478783216229765
29,heldout,9,1,1,0.04731738826920184
29,heldout,9,1,2,0.03259211333216254
29,heldout,9,1,3,0.0358967996589279
29,heldout,9,2,0,0.05938204038655458
29,heldout,9,2,1,0.05393137352549
29,heldout,9,2,2,0.04843988633006152
29,heldout,9,2,3,0.031501221943488186
29,heldout,9,3,0,0.026621356544612
29,heldout,9,3,1,0.04032623268625972
29,heldout,9,3,2,0.02257087790034704
29,heldout,9,3,3,0.04482423929093638
29,heldout,9,4,0,0.03665597949221781
29,heldout,9,4,1,0.037680233156232514
29,heldout,9,4,2,0.03896191656182761
29,heldout,9,4,3,0.045747569361730085
29,heldout,10,0,0,0.04449810527563129
29,heldout,10,0,1,0.03898478673309695
29,heldout,10,0,2,0.03209085954998952
29,heldout,10,0,3,0.03910354231729615
29,heldout,10,1,0,0.05743974949372631
29,heldout,10,1,1,0.04389897438015544
29,heldout,10,1,2,0.05611978846490605
29,heldout,10,1,3,0.04402305631400628
29,heldout,10,2,0,0.025670524887791448
29,heldout,10,2,1,0.030394769114305078
29,heldout,10,2,2,0.04222067835482586
29,heldout,10,2,3,0.03302449474946606
29,heldout,10,3,0,0.029923008668843624
29,heldout,10,3,1,0.018060995489673895
29,heldout,10,3,2,0.04675573173362828
29,heldout,10,3,3,0.02263498121197721
29,heldout,10,4,0,0.02949806238693285
29,heldout,10,4,1,0.02899513369287825
29,heldout,10,4,2,0.03382152889915347
29,heldout,10,4,3,0.028136122449320553
29,heldout,11,0,0,0.04382239106854745
29,heldout,11,0,1,0.05124680307048405
29,heldout,11,0,2,0.043393416532396506
29,heldout,11,0,3,0.04775234268952604
29,heldout,11,1,0,0.051750097022020713
29,heldout,11,1,1,0.031254872533979156
29,heldout,11,1,2,0.026761596292786835
29,heldout,11,1,3,0.04989027948115825
29,heldout,11,2,0,0.03076498860493608
29,heldout,11,2,1,0.04589409561333249
29,heldout,11,2,2,0.03794925421792737
29,heldout,11,2,3,0.032554368080600735
29,heldout,11,3,0,0.05004208244195721
29,heldout,11,3,1,0.0318180357510555
29,heldout,11,3,2,0.035625006922250624
29,heldout,11,3,3,0.03643679010454577
29,heldout,11,4,0,0.05491310556144599
29,heldout,11,4,1,0.045952772372567
29,heldout,11,4,2,0.0553808258297461
29,heldout,11,4,3,0.0632783070738949
29,heldout,12,0,0,0.06949111384851436
29,heldout,12,0,1,0.03430014280169159
29,heldout,12,0,2,0.041037643962451256
29,heldout,12,0,3,0.0440980382500892
29,heldout,12,1,0,0.05722192989571746
29,heldout,12,1,1,0.01813533853090875
29,heldout,12,1,2,0.032029671455674924
29,heldout,12,1,3,0.05300181510008637
29,heldout,12,2,0,0.04452743526810417
29,heldout,12,2,1,0.020014883009941812
29,heldout,12,2,2,0.03343695986704466
29,heldout,12,2,3,0.026948680570574684
29,heldout,12,3,0,0.052483369718081166
29,heldout,12,3,1,0.031553109703640364
29,heldout,12,3,2,0.01664434456677103
29,heldout,12,3,3,0.021247581289818802
29,heldout,12,4,0,0.036529419298983
29,heldout,12,4,1,0.02351931420491273
29,heldout,12,4,2,0.02300136424232244
29,heldout,12,4,3,0.020414160656044934
29,heldout,13,0,0,0.03145387985311149
29,heldout,13,0,1,0.010892492079292472
29,heldout,13,0,2,0.017969380761560863
29,heldout,13,0,3,0.031189215252580955
29,heldout,13,1,0,0.03861713164050015
29,heldout,13,1,1,0.03168157902549768
29,heldout,13,1,2,0.03091391512214428
29,heldout,13,1,3,0.05781295887009689
29,heldout,13,2,0,0.0364857675725294
29,heldout,13,2,1,0.042044418048315976
29,heldout,13,2,2,0.03689404277594607
29,heldout,13,2,3,0.02261610800064493
29,heldout,13,3,0,0.04397133926173133
29,heldout,13,3,1,0.03182304184455203
29,heldout,13,3,2,0.049540868006451105
29,heldout,13,3,3,0.03631606489254615
29,heldout,13,4,0,0.038566600608618384
29,heldout,13,4,1,0.03386072727345163
29,heldout,13,4,2,0.02695773392932708
29,heldout,13,4,3,0.015844498948333813
29,heldout,14,0,0,0.04557506500518081
29,heldout,14,0,1,0.036060665062226306
29,heldout,14,0,2,0.03455779054960868
29,heldout,14,0,3,0.04264596095277643
29,heldout,14,1,0,0.0376042585491278
29,heldout,14,1,1,0.02441955942858198
29,heldout,14,1,2,0.029042487289152107
29,heldout,14,1,3,0.05930185736698059
29,heldout,14,2,0,0.05915790338449964
29,heldout,14,2,1,0.038557132427142704
29,heldout,14,2,2,0.03956683252039506
29,heldout,14,2,3,0.052017506167530585
29,heldout,14,3,0,0.0458802217069066
29,heldout,14,3,1,0.03913495933607711
29,heldout,14,3,2,0.023111836269109783
29,heldout,14,3,3,0.034459071320455434
29,heldout,14,4,0,0.05281876574532854
29,heldout,14,4,1,0.013644234548102933
29,heldout,14,4,2,0.035011901039784035
29,heldout,14,4,3,0.04127097954057448
29,heldout,15,0,0,0.053411679239838375
29,heldout,15,0,1,0.018742908598866986
29,heldout,15,0,2,0.04452190379540463
29,heldout,15,0,3,0.043078593429770454
29,heldout,15,1,0,0.07015424705792903
29,heldout,15,1,1,0.037281174033188154
29,heldout,15,1,2,0.04391230071938655
29,heldout,15,1,3,0.05001326262161976
29,heldout,15,2,0,0.045639384873474104
29,heldout,15,2,1,0.03533597976065658
29,heldout,15,2,2,0.02552769193019796
29,heldout,15,2,3,0.04146806284085362
29,heldout,15,3,0,0.036565863171049484
29,heldout,15,3,1,0.04477925935010877
29,heldout,15,3,2,0.0355225158834547
29,heldout,15,3,3,0.05644334439951438
29,heldout,15,4,0,0.03474990072809687
29,heldout,15,4,1,0.03455080484720238
29,heldout,15,4,2,0.04060493286637212
29,heldout,15,4,3,0.031891067935907416
29,heldout,16,0,0,0.04677886144713228
29,heldout,16,0,1,0.034888866761218496
29,heldout,16,0,2,0.023030045576203924
29,heldout,16,0,3,0.04185059419753255
29,heldout,16,1,0,0.04129907227093533
29,heldout,16,1,1,0.009278442446364856
29,heldout,16,1,2,0.022015865046231545
29,heldout,16,1,3,0.020495308349320215
29,heldout,16,2,0,0.026807352926762625
29,heldout,16,2,1,0.025016868223323538
29,heldout,16,2,2,0.02731125351209209
29,heldout,16,2,3,0.04001875917207743
29,heldout,16,3,0,0.043724182253547475
29,heldout,16,3,1,0.03746325930499422
29,heldout,16,3,2,0.02874407298204742
29,heldout,16,3,3,0.03629814831455275
29,heldout,16,4,0,0.042590094481443075
29,heldout,16,4,1,0.03664954876467065
29,heldout,16,4,2,0.03983278625578529
29,heldout,16,4,3,0.03950780962476137
29,heldout,17,0,0,0.04424976667428211
29,heldout,17,0,1,0.029581546032910692
29,heldout,17,0,2,0.04483383875668907
29,heldout,17,0,3,0.04238678483215723
29,heldout,17,1,0,0.03811297774599555
29,heldout,17,1,1,0.026604052581451532
29,heldout,17,1,2,0.03620673774300097
29,heldout,17,1,3,0.027518410912433754
29,heldout,17,2,0,0.04056738193332188
29,heldout,17,2,1,0.029584529618341786
29,heldout,17,2,2,0.023040813849963055
29,heldout,17,2,3,0.04913798714810728
29,heldout,17,3,0,0.03389349049072497
29,heldout,17,3,1,0.03716647381060346
29,heldout,17,3,2,0.041746326694641525
29,heldout,17,3,3,0.059620577716047306
29,heldout,17,4,0,0.05163352762923844
29,heldout,17,4,1,0.03134891440504406
29,heldout,17,4,2,0.030817967551778555
29,heldout,17,4,3,0.051016320221658716
29,heldout,18,0,0,0.0416869841674159
29,heldout,18,0,1,0.0693496567473105
29,heldout,18,0,2,0.048163623649027626
29,heldout,18,0,3,0.05350614355830811
29,heldout,18,1,0,0.04840740930094012
29,heldout,18,1,1,0.035856669832431104
29,heldout,18,1,2,0.02719353392167175
29,heldout,18,1,3,0.029572715227776658
29,heldout,18,2,0,0.03797817208323803
29,heldout,18,2,1,0.03953842596271871
29,heldout,18,2,2,0.07028685060422735
29,heldout,18,2,3,0.038241374467358674
29,heldout,18,3,0,0.03286074027230397
29,heldout,18,3,1,0.014075795887816052
29,heldout,18,3,2,0.047877562981345184
29,heldout,18,3,3,0.033474784723277765
29,heldout,18,4,0,0.03339780293420008
29,heldout,18,4,1,0.02817633271206053
29,heldout,18,4,2,0.02191119471739653
29,heldout,18,4,3,0.03845325561759775
29,heldout,19,0,0,0.0617985498078977
29,heldout,19,0,1,0.04776501410856135
29,heldout,19,0,2,0.04089477860839741
29,heldout,19,0,3,0.04062691117315878
29,heldout,19,1,0,0.04935002115201714
29,heldout,19,1,1,0.02657835367426334
29,heldout,19,1,2,0.03774908525565747
29,heldout,19,1,3,0.04449229045696869
29,heldout,19,2,0,0.032093093058778374
29,heldout,19,2,1,0.02104061599249109
29,heldout,19,2,2,0.02355905996478924
29,heldout,19,2,3,0.020765451713945164
29,heldout,19,3,0,0.02371669252575812
29,heldout,19,3,1,0.019809384151443364
29,heldout,19,3,2,0.017326237443416225
29,heldout,19,3,3,0.03142525494683068
29,heldout,19,4,0,0.03297753277084007
29,heldout,19,4,1,0.02973811108640507
29,heldout,19,4,2,0.03194253988974914
29,heldout,19,4,3,0.04793086419474563
29,heldout,20,0,0,0.04568697119043372
29,heldout,20,0,1,0.03351080122822237
29,heldout,20,0,2,0.03907561698336984
29,heldout,20,0,3,0.04909344161892418
29,heldout,20,1,0,0.0326613525750756
29,heldout,20,1,1,0.018036806130906524
29,heldout,20,1,2,0.03063567269565654
29,heldout,20,1,3,0.037878087371070054
29,heldout,20,2,0,0.054707409308779986
29,heldout,20,2,1,0.04083325152025786
29,heldout,20,2,2,0.036953589502994835
29,heldout,20,2,3,0.045416790268096016
29,heldout,20,3,0,0.0478278553528699
29,heldout,20,3,1,0.042604718343364746
29,heldout,20,3,2,0.029252600722516644
29,heldout,20,3,3,0.04393797573930171
29,heldout,20,4,0,0.03331221767868883
29,heldout,20,4,1,0.03913644450858169
29,heldout,20,4,2,0.04666181592022732
29,heldout,20,4,3,0.04241525993446583
29,heldout,21,0,0,0.02811577680583721
29,heldout,21,0,1,0.01802051276441773
29,heldout,21,0,2,0.026440411812653115
29,heldout,21,0,3,0.04148611712404472
29,heldout,21,1,0,0.030814539548832048
29,heldout,21,1,1,0.022563277301761504
29,heldout,21,1,2,0.0173859523232608
29,heldout,21,1,3,0.05553796803210458
29,heldout,21,2,0,0.038497817760799274
29,heldout,21,2,1,0.03130616324650765
29,heldout,21,2,2,0.04113305775048483
29,heldout,21,2,3,0.02337553621403647
29,heldout,21,3,0,0.05576764028698619
29,heldout,21,3,1,0.02254256366502239
29,heldout,21,3,2,0.038265461900138825
29,heldout,21,3,3,0.056299534674866626
29,heldout,21,4,0,0.03935989449979679
29,heldout,21,4,1,0.03523654075208556
29,heldout,21,4,2,0.02672653065259649
29,heldout,21,4,3,0.03416341262500837
29,heldout,22,0,0,0.056291375554450365
29,heldout,22,0,1,0.04219410689789374
29,heldout,22,0,2,0.03692443551084189
29,heldout,22,0,3,0.03469497535649182
29,heldout,22,1,0,0.044099232954694575
29,heldout,22,1,1,0.024535321931003135
29,heldout,22,1,2,0.04763605486083089
29,heldout,22,1,3,0.03619419972804561
29,heldout,22,2,0,0.06723894754502512
29,heldout,22,2,1,0.0371955200477369
29,heldout,22,2,2,0.048459375856539394
29,heldout,22,2,3,0.04850479714767767
29,heldout,22,3,0,0.06130322676880734
29,heldout,22,3,1,0.03931290077679035
29,heldout,22,3,2,0.04769948506586029
29,heldout,22,3,3,0.04341320796494861
29,heldout,22,4,0,0.04567522111529139
29,heldout,22,4,1,0.03350986771118816
29,heldout,22,4,2,0.021458147800324897
29,heldout,22,4,3,0.024071106226664134
29,heldout,23,0,0,0.05862392772200692
29,heldout,23,0,1,0.035064967674830624
29,heldout,23,0,2,0.034619374243217635
29,heldout,23,0,3,0.05127724051310323
29,heldout,23,1,0,0.05261054921806374
29,heldout,23,1,1,0.051265315088245625
29,heldout,23,1,2,0.05008540709684603
29,heldout,23,1,3,0.05879525919430702
29,heldout,23,2,0,0.030646372578302317
29,heldout,23,2,1,0.033619505511717135
29,heldout,23,2,2,0.05758235955609513
29,heldout,23,2,3,0.03886469791711991
29,heldout,23,3,0,0.04975446214228339
29,heldout,23,3,1,0.016094594905318168
29,heldout,23,3,2,0.03056164347574477
29,heldout,23,3,3,0.04060856373502318
29,heldout,23,4,0,0.05395511979294823
29,heldout,23,4,1,0.027547357120050533
29,heldout,23,4,2,0.044212082274503364
29,heldout,23,4,3,0.04417032464157997
41,train,0,0,0,0.017030437947444185
41,train,0,0,1,0.015827803195167762
41,train,0,0,2,0.011086477360207191
41,train,0,0,3,0.015255508179234442
41,train,0,1,0,0.01606595447788035
41,train,0,1,1,0.011638561012357964
41,train,0,1,2,0.012884112738087044
41,train,0,1,3,0.01432031031018345
41,train,0,2,0,0.014031912587811227
41,train,0,2,1,0.011462028678096708
41,train,0,2,2,0.016038894821542027
41,train,0,2,3,0.016751368743609107
41,train,0,3,0,0.011687876376073955
41,train,0,3,1,0.009947497810115462
41,train,0,3,2,0.009746171863845186
41,train,0,3,3,0.008208269255808351
41,train,0,4,0,0.018423860798867132
41,train,0,4,1,0.017726611110476156
41,train,0,4,2,0.016470807479060066
41,train,0,4,3,0.01451230278137174
41,train,1,0,0,0.01378389132272165
41,train,1,0,1,0.012116569862234163
41,train,1,0,2,0.01389779238618999
41,train,1,0,3,0.01698523666483269
41,train,1,1,0,0.020167594138558276
41,train,1,1,1,0.018581471464093294
41,train,1,1,2,0.013692488206836748
41,train,1,1,3,0.013621229259343866
41,train,1,2,0,0.012699543158437921
41,train,1,2,1,0.012522171169536706
41,train,1,2,2,0.009219762714333052
41,train,1,2,3,0.012284634291496394
41,train,1,3,0,0.013183847927991002
41,train,1,3,1,0.017238207784050965
41,train,1,3,2,0.016045349354304333
41,train,1,3,3,0.015071395278036
41,train,1,4,0,0.008065334843775
41,train,1,4,1,0.010093787705263492
41,train,1,4,2,0.009349527920607448
41,train,1,4,3,0.009493997138688526
41,train,2,0,0,0.016203078826817156
41,train,2,0,1,0.012480195408609588
41,train,2,0,2,0.009819546778234992
41,train,2,0,3,0.01124182829345768
41,train,2,1,0,0.015254501780094094
41,train,2,1,1,0.011967764337883317
41,train,2,1,2,0.015755188651516667
41,train,2,1,3,0.01661981176480678
41,train,2,2,0,0.011279461389884431
41,train,2,2,1,0.01383667195635753
41,train,2,2,2,0.011896271633435554
41,train,2,2,3,0.013282358998210994
41,train,2,3,0,0.01489539321043298
41,train,2,3,1,0.01001696255257565
41,train,2,3,2,0.013498569721649582
41,train,2,3,3,0.014225024173639366
41,train,2,4,0,0.009914263582524565
41,train,2,4,1,0.010120004332370003
41,train,2,4,2,0.011765820297830751
41,train,2,4,3,0.010733137428188306
41,train,3,0,0,0.01301565804324685
41,train,3,0,1,0.014869270868233909
41,train,3,0,2,0.013646414349852871
41,train,3,0,3,0.012051033680779562
41,train,3,1,0,0.010995071194654359
41,train,3,1,1,0.010107476323008634
41,train,3,1,2,0.011281655599788021
41,train,3,1,3,0.007207973196497408
41,train,3,2,0,0.008449032133685683
41,train,3,2,1,0.014480894626130475
41,train,3,2,2,0.01695422204201148
41,train,3,2,3,0.01288305975311597
41,train,3,3,0,0.012342193590131962
41,train,3,3,1,0.015325385770536225
41,train,3,3,2,0.008573707286782894
41,train,3,3,3,0.01709835087084366
41,train,3,4,0,0.009146952077678922
41,train,3,4,1,0.008616129788986716
41,train,3,4,2,0.00641982284986143
41,train,3,4,3,0.00803777664979264
41,train,4,0,0,0.005911930868342069
41,train,4,0,1,0.003395352947393175
41,train,4,0,2,0.009451701527285045
41,train,4,0,3,0.010101212515489545
41,train,4,1,0,0.014051552578632588
41,train,4,1,1,0.0051520772930164676
41,train,4,1,2,0.011136509504314985
41,train,4,1,3,0.009467357760410522
41,train,4,2,0,0.011333420382124707
41,train,4,2,1,0.007105602761618357
41,train,4,2,2,0.012445886700179985
41,train,4,2,3,0.017353394892008725
41,train,4,3,0,0.015063836894720628
41,train,4,3,1,0.014538198563903218
41,train,4,3,2,0.011261325779720294
41,train,4,3,3,0.01505340797564095
41,train,4,4,0,0.0038966893446311527
41,train,4,4,1,0.010715092899912456
41,train,4,4,2,0.00781506317644582
41,train,4,4,3,0.004221640166510445
41,train,5,0,0,0.013412478122374321
41,train,5,0,1,0.018609315282188933
41,train,5,0,2,0.016054920602296727
41,train,5,0,3,0.012459358678251481
41,train,5,1,0,0.009353687066944325
41,train,5,1,1,0.009028880420547933
41,train,5,1,2,0.01618777205717147
41,train,5,1,3,0.013398558206496233
41,train,5,2,0,0.0034057894970349984
41,train,5,2,1,0.0043959194116040745
41,train,5,2,2,0.009998713029215085
41,train,5,2,3,0.010728512367255909
41,train,5,3,0,0.012858944901050003
41,train,5,3,1,0.012918087170395446
41,train,5,3,2,0.014908254972534875
41,train,5,3,3,0.010413986571149786
41,train,5,4,0,0.009567905860030897
41,train,5,4,1,0.016085971173095376
41,train,5,4,2,0.009742407897409594
41,train,5,4,3,0.012806594363120967
41,train,6,0,0,0.009529904409927951
41,train,6,0,1,0.013757856304119631
41,train,6,0,2,0.00813861065428656
41,train,6,0,3,0.017154890168613803
41,train,6,1,0,0.017867393484148494
41,train,6,1,1,0.010550831758332192
41,train,6,1,2,0.019192659942211247
41,train,6,1,3,0.013668389644337597
41,train,6,2,0,0.011376033035890123
41,train,6,2,1,0.017301080445805153
41,train,6,2,2,0.011722520251505044
41,train,6,2,3,0.014612221159907828
41,train,6,3,0,0.012072186366402188
41,train,6,3,1,0.012642845078078849
41,train,6,3,2,0.017938756619078264
41,train,6,3,3,0.011625204266197939
41,train,6,4,0,0.012716822492914774
41,train,6,4,1,0.01156047260461778
41,train,6,4,2,0.008201158486025019
41,train,6,4,3,0.010375396833608429
41,train,7,0,0,0.007562331134621517
41,train,7,0,1,0.012883911226849714
41,train,7,0,2,0.012874071552954579
41,train,7,0,3,0.009890305641946932
41,train,7,1,0,0.013756859158045202
41,train,7,1,1,0.010607716639291059
41,train,7,1,2,0.009859224752333404
41,train,7,1,3,0.015462848248302331
41,train,7,2,0,0.00989196483163146
41,train,7,2,1,0.011578542254359721
41,train,7,2,2,0.008242211440663276
41,train,7,2,3,0.012015727312283835
41,train,7,3,0,0.0050253689407870955
41,train,7,3,1,0.009670365097515572
41,train,7,3,2,0.014349242304878072
41,train,7,3,3,0.0021723251411468417
41,train,7,4,0,0.015387229094695372
41,train,7,4,1,0.007747940893169615
41,train,7,4,2,0.011635239247917477
41,train,7,4,3,0.012705430534797509
41,train,8,0,0,0.00986388410487546
41,train,8,0,1,0.006402218543406215
41,train,8,0,2,0.007483311579445886
41,train,8,0,3,0.01057706424337589
41,train,8,1,0,0.00905296135925332
41,train,8,1,1,0.014534741603154145
41,train,8,1,2,0.007346593632022894
41,train,8,1,3,0.006139806006223386
41,train,8,2,0,0.008744813978793608
41,train,8,2,1,0.008714467768534895
41,train,8,2,2,0.013752453258203444
41,train,8,2,3,0.009876867325719584
41,train,8,3,0,0.017051210841088398
41,train,8,3,1,0.010055317206575983
41,train,8,3,2,0.010632472482503364
41,train,8,3,3,0.019610316736559618
41,train,8,4,0,0.017021466839751098
41,train,8,4,1,0.017978978980260775
41,train,8,4,2,0.013729397465463198
41,train,8,4,3,0.013143851125830427
41,train,9,0,0,0.005050777157807302
41,train,9,0,1,0.008161434663832495
41,train,9,0,2,0.012220444617557027
41,train,9,0,3,0.012445270059813551
41,train,9,1,0,0.0069199521201589245
41,train,9,1,1,0.007899163041955254
41,train,9,1,2,0.008141064489845667
41,train,9,1,3,0.013203767159814576
41,train,9,2,0,0.00793082425029483
41,train,9,2,1,0.00666214379961479
41,train,9,2,2,0.005767725178453351
41,train,9,2,3,0.013187237398484437
41,train,9,3,0,0.019428306169819293
41,train,9,3,1,0.019095541374659835
41,train,9,3,2,0.018592453730401925
41,train,9,3,3,0.016175886964433898
41,train,9,4,0,0.015560976506165275
41,train,9,4,1,0.01703248886891767
41,train,9,4,2,0.011104765392576993
41,train,9,4,3,0.010371475241850312
41,train,10,0,0,0.008952574780777399
41,train,10,0,1,0.015259365841564208
41,train,10,0,2,0.014415733496212672
41,train,10,0,3,0.014932959453884526
41,train,10,1,0,0.010035990849581978
41,train,10,1,1,0.010929972309345884
41,train,10,1,2,0.009610537333734653
41,train,10,1,3,0.009104294901650737
41,train,10,2,0,0.011940475640834601
41,train,10,2,1,0.01220350402517625
41,train,10,2,2,0.016757260870431834
41,train,10,2,3,0.00809292446943052
41,train,10,3,0,0.02046229706894192
41,train,10,3,1,0.013776950167849288
41,train,10,3,2,0.011747499211908572
41,train,10,3,3,0.019842934645213146
41,train,10,4,0,0.0052407848336736345
41,train,10,4,1,0.010427942956235975
41,train,10,4,2,0.01619988642443629
41,train,10,4,3,0.008264465391977626
41,train,11,0,0,0.01570143538008636
41,train,11,0,1,0.011763255162513487
41,train,11,0,2,0.011263023399696096
41,train,11,0,3,0.01214274253924806
41,train,11,1,0,0.013736197535373642
41,train,11,1,1,0.013808155111810463
41,train,11,1,2,0.01726042368105111
41,train,11,1,3,0.014434502402345204
41,train,11,2,0,0.008048690339645986
41,train,11,2,1,0.00897586372062694
41,train,11,2,2,0.014832033882750614
41,train,11,2,3,0.010700798479105574
41,train,11,3,0,0.02203031047463276
41,train,11,3,1,0.012417151806647252
41,train,11,3,2,0.015511606261245672
41,train,11,3,3,0.015754249137772583
41,train,11,4,0,0.007548742260382
41,train,11,4,1,0.011215421756443546
41,train,11,4,2,0.014623234354377495
41,train,11,4,3,0.006213385088980109
41,train,12,0,0,0.01152548349550651
41,train,12,0,1,0.01968967648340414
41,train,12,0,2,0.010307254700784784
41,train,12,0,3,0.019600964564960792
41,train,12,1,0,0.01262764080081643
41,train,12,1,1,0.011127708924876559
41,train,12,1,2,0.012025549406802293
41,train,12,1,3,0.011311195084687383
41,train,12,2,0,0.013012447295950696
41,train,12,2,1,0.014610266069835728
41,train,12,2,2,0.01251522432024477
41,train,12,2,3,0.018988448509739766
41,train,12,3,0,0.009558266848028968
41,train,12,3,1,0.011725186632928144
41,train,12,3,2,0.01076662458367455
41,train,12,3,3,0.010051317388734753
41,train,12,4,0,0.01879982845386201
41,train,12,4,1,0.010256124503729862
41,train,12,4,2,0.011563782976207202
41,train,12,4,3,0.013390654092321399
41,train,13,0,0,0.012440960548416468
41,train,13,0,1,0.014715766199847036
41,train,13,0,2,0.015558298305336213
41,train,13,0,3,0.011727287847160825
41,train,13,1,0,0.01437192818743438
41,train,13,1,1,0.015291742575617712
41,train,13,1,2,0.015614001861409346
41,train,13,1,3,0.011486788570468611
41,train,13,2,0,0.008332604946174063
41,train,13,2,1,0.012895823051966647
41,train,13,2,2,0.007900755898910101
41,train,13,2,3,0.010960496528917407
41,train,13,3,0,0.01789500830667108
41,train,13,3,1,0.012754008339967064
41,train,13,3,2,0.010849807323556894
41,train,13,3,3,0.015444494969808518
41,train,13,4,0,0.012070458084846799
41,train,13,4,1,0.007998224422693939
41,train,13,4,2,0.01244305035435734
41,train,13,4,3,0.00897361634896204
41,train,14,0,0,0.007929788482183422
41,train,14,0,1,0.01729311905573429
41,train,14,0,2,0.00883583551476412
41,train,14,0,3,0.008770865070877102
41,train,14,1,0,0.014199517200816861
